,registration number,name,established date,country,number of employs,purpose,phone number,email
1042,12d43bac-9437-4cec-82ae-e615706ff9c2,Dectron Internationale Inc.,1984-11-21,Canada,47,,757-721-3878,marketing@dectroninternationaleinc.org
1043,02bf80a0-b52d-40dd-8b10-c8620f99b644,Given Imaging Ltd.,1970-03-26,Israel,17,,686-363-3898,headquarters@givenimagingltd.org
1044,12f6c97d-98a8-4061-bde4-584f20092d64,Net Sat Servicos Ltda.,1981-01-13,Brazil,19,,180-385-7125,info@netsatservicosltda.org
1045,9845d8d9-52a8-4dd8-a4fc-c843bdf38d57,Sina.com,1991-08-23,Cayman Islands,33,,357-418-7902,info@sinacom.org
1046,19b5daff-b29b-48aa-adb4-9a72ac254bd1,Tubos de Acero de Mexico S.A.,1973-01-28,Mexico,22,,749-269-7910,hr@tubosdeacerodemexicosa.org
1047,a0176b3b-182d-4001-8e9e-76d3902837f9,Stora Enso OYJ,1985-05-01,Finland,49,,970-222-9191,sales@storaensooyj.org
1048,ad755fd3-aa92-455c-af25-514fcc6dcb65,Kowloon-Canton Railway Corp.,1967-03-26,Hong Kong,18,,771-348-8681,sales@kowlooncantonrailwaycorp.org
1049,c84413fd-4ce7-40c3-8478-4bc879b4ce9c,Mer Telemanagement Solutions Ltd.,1961-10-01,Israel,29,,563-662-0874,sales@mertelemanagementsolutionsltd.org
1050,51230234-c8e5-4e4b-937a-bba42eb2d322,Alto Palermo S.A.,1992-06-24,Argentina,22,,836-429-8929,enquiries@altopalermosa.org
1051,f58cf913-b154-4e51-8693-e41345a187ec,Petsec Energy Ltd.,1963-04-06,Australia,44,,166-760-1603,sales@petsecenergyltd.org
1052,f595c495-bd3e-46eb-a608-2402f2057a9c,Reed International plc,1992-02-05,United Kingdom,24,,141-311-0150,reach@reedinternationalplc.org
1053,9a401305-1b18-4cb1-a6da-5107808d3f57,Check Point Software Technologies Ltd.,1995-12-03,Israel,10,,811-403-1616,sales@checkpointsoftwaretechnologiesltd.org
1054,5cfac26d-fa49-4b95-9f8e-7a9900566f81,United Business Media plc,1984-01-08,United Kingdom,13,,591-366-2617,hr@unitedbusinessmediaplc.org
1055,ddc4b4bb-ec47-416a-86d4-30cfdb2789b8,Huntingdon Life Sciences Group plc,1983-06-11,United Kingdom,34,,493-661-4844,info@huntingdonlifesciencesgroupplc.org
1056,ca539f8d-33ae-4682-a45f-db069018d294,Royal Olympic Cruise Lines Inc.,1976-09-12,Liberia,38,,879-504-6644,hr@royalolympiccruiselinesinc.org
1057,ac0a5eb7-6e62-4596-9c6f-f86bf9147447,ID Biomedical Corp.,1971-11-04,Canada,21,,826-263-9861,reach@idbiomedicalcorp.org
1058,325613e9-233a-40f7-9444-f236b221da3c,Anglogold Ltd.,1967-08-18,South Africa,26,,666-684-3797,reach@anglogoldltd.org
1059,256a9b6a-7d06-49e9-9f18-97261f79e7f1,Pioneer Corp.,1977-12-17,Japan,43,,976-146-9881,reach@pioneercorp.org
1060,da31f8d7-b645-459b-9009-10f40969cb6f,Euro Disney S.C.A.,1966-03-11,France,13,,102-507-9712,sales@eurodisneysca.org
1061,fa99a4a3-0cb9-42c5-9f36-c6de17b77eaf,Stargate Entertainment Inc.,1973-09-14,Canada,21,,543-075-3232,contact@stargateentertainmentinc.org
1062,e3da2b87-ee33-4eef-8268-c38537a4385d,Buffalo Diamonds Ltd.,1978-10-08,Canada,42,,114-155-1804,hr@buffalodiamondsltd.org
1063,d8078229-9fcd-415e-b285-6babbbfb87c7,API Electronics Group Inc.,1965-12-30,Canada,18,,503-397-4248,contact@apielectronicsgroupinc.org
1064,b2db9355-ca32-452a-9e12-8eb5416da93f,VirtualSellers.com Inc,1983-03-12,Canada,21,,977-411-1300,headquarters@virtualsellerscominc.org
1065,d4158e28-fd81-48a9-b179-9774a90e8688,Nordic American Tanker Shipping Ltd.,1992-05-15,Bermuda,26,,695-583-5519,marketing@nordicamericantankershippingltd.org
1066,d674fceb-d3d8-4586-a80e-e7948072435c,Silicom Ltd.,1969-05-06,Israel,17,,175-505-8378,contact@silicomltd.org
1067,583c3af0-5fe1-4f88-91ba-9296228c8eb0,Teva Pharmaceutical Industries Ltd.,1983-04-06,Israel,42,,874-641-5724,sales@tevapharmaceuticalindustriesltd.org
1068,eca9755b-2335-473e-b9a8-9a8904aead31,Consumers Packaging Inc.,1992-01-18,Canada,40,,569-209-9561,contact@consumerspackaginginc.org
1069,07f449c3-948c-4671-a4c4-06749a421ca4,"Millenium Seacarriers, Inc.",1983-05-31,Cayman Islands,29,,642-355-7259,headquarters@milleniumseacarriersinc.org
1070,dda7dd8e-017a-4dee-82d8-d2bc5ec084dd,Ciba Speciality Chemicals Holding Inc.,1992-08-17,Switzerland,19,,337-659-7210,contact@cibaspecialitychemicalsholdinginc.org
1071,5d30e279-e00f-49c0-aca7-482c691d96bb,MDS Inc.,1986-02-01,Canada,6,,464-860-4349,hr@mdsinc.org
1072,9a401305-1b18-4cb1-a6da-5107808d3f57,Check Point Software Technologies Ltd.,1986-04-02,Israel,10,,811-403-1616,marketing@checkpointsoftwaretechnologiesltd.org
1073,e3b3e7e2-68c8-4d16-bfb9-db44db591c70,British Energy plc,1989-09-03,United Kingdom,49,,664-230-8289,info@britishenergyplc.org
1074,9378260e-2d14-4f5e-b0e0-76150bea72fd,Siliconware Precision Industries Co. Ltd.,1974-10-04,Taiwan,15,,183-041-6323,sales@siliconwareprecisionindustriescoltd.org
1075,7c89afcf-2df3-4e9f-9bc8-d7d4bb5e8e74,Publicis Groupe S.A.,1994-08-30,France,49,,876-554-9386,enquiries@publicisgroupesa.org
1076,13e4755a-0eed-42b5-90b5-907b04bd055e,Hollinger Inc.,1962-11-11,Canada,22,,351-025-1952,marketing@hollingerinc.org
1077,209069f4-526b-4f1c-a38c-9924dec2a645,AdvantExcel.com Communications Corp.,1973-08-04,Canada,18,,735-130-4890,enquiries@advantexcelcomcommunicationscorp.org
1078,5a793b20-6be2-4eeb-b990-28ae8b1d8ca5,Softcare EC.com Inc.,1981-04-14,Canada,23,,949-191-7023,enquiries@softcareeccominc.org
1079,f114590e-b2cd-4975-9f9c-6eaf32f8fbb0,QSound Labs Inc.,1961-11-17,Canada,8,,161-418-6901,sales@qsoundlabsinc.org
1080,9ecf26d4-7626-4472-ba7f-125efddfbc9e,Net Matrix Ltd.,1960-09-14,British Virgin Islands,42,,356-431-7751,contact@netmatrixltd.org
1081,2ece7cb3-2293-41b4-8892-6d34f343bb5e,Ito-Yokado Co. Ltd.,1978-10-14,Japan,5,,487-879-1044,enquiries@itoyokadocoltd.org
1082,46c9b7df-61df-4df7-8069-93a3b6e2797d,International Absorbents Inc.,1987-03-26,Canada,49,,545-120-2157,sales@internationalabsorbentsinc.org
1083,5318def9-4711-453c-aa88-db0997d2aaa4,Hurricane Hydrocarbons Ltd.,1973-11-06,Canada,45,,814-236-5160,enquiries@hurricanehydrocarbonsltd.org
1084,71c57fe7-7e30-42d7-bc32-b692cb5cdb88,Open Text Co.,1992-08-27,Canada,47,,483-737-4245,contact@opentextco.org
1085,d7d64ff2-6057-4a70-9375-1731883ded04,Camuzzi Gas Pampeana S.A.,1967-06-24,Argentina,42,,211-465-2789,sales@camuzzigaspampeanasa.org
1086,2e605d34-6cab-44fb-bb7c-8d1939d25f61,Eiger Technology Inc.,1990-12-10,Canada,12,,499-045-7019,hr@eigertechnologyinc.org
1087,11adde59-707e-4ddc-add7-3dde7a6f77d8,Bema Gold Corp.,1978-03-08,Canada,23,,196-015-0343,info@bemagoldcorp.org
1088,6956ffcb-c225-4533-b0e3-1653d56612d2,Miramar Mining Co.,1993-08-27,Canada,14,,124-038-6770,marketing@miramarminingco.org
1089,2dd82e46-ab1d-474a-8608-90a58d416b0e,Aerco Ltd.,1978-07-01,United Kingdom,35,,926-308-2080,reach@aercoltd.org
1090,2d34173f-6fe1-4be2-ba6d-1f295e1707eb,Mind C.T.I. Ltd.,1994-08-17,Israel,37,,200-229-1287,marketing@mindctiltd.org
1091,f108f982-8419-4a8e-89c1-6d7e4e2d4be9,Camuzzi Gas del Sur S.A.,1981-05-01,Argentina,15,,501-424-5542,enquiries@camuzzigasdelsursa.org
1092,a58de69f-38e8-43e2-90b9-aa83c94dbf4f,Guangzhou-Shenzen Superhighway Holdings Ltd.,1976-06-27,British Virgin Islands,43,,448-827-6233,headquarters@guangzhoushenzensuperhighwayholdingsltd.org
1093,3a231cb5-f320-4bc6-ba91-49ffa2a9bc4a,Rosedale Decorative Products Ltd.,1987-11-02,Canada,19,,719-559-7491,contact@rosedaledecorativeproductsltd.org
1094,1a9cc283-adbf-4413-b70e-6cbceece1b64,Koor Industries Ltd.,1990-12-30,Israel,37,,557-497-0798,sales@koorindustriesltd.org
1095,b9ca76ae-cd04-45d3-b309-921e2986c8df,e-Sim Ltd.,1983-09-11,Israel,32,,931-234-2300,contact@esimltd.org
1096,5608b331-d18f-4ec2-87dd-1cdb798e298b,Anthony Clark International Insurance Brokers Inc.,1972-05-06,Canada,7,,912-330-6478,enquiries@anthonyclarkinternationalinsurancebrokersinc.org
1097,97601fe7-5f02-4670-a610-0b445bc00bd4,Telefonica S.A.,1985-07-13,Spain,35,,905-772-6898,enquiries@telefonicasa.org
1098,12d43bac-9437-4cec-82ae-e615706ff9c2,Dectron Internationale Inc.,1984-06-19,Canada,24,,757-721-3878,contact@dectroninternationaleinc.org
1099,109e186a-1f27-4316-9219-0ce67bf10277,Loewen Group Inc.,1993-06-12,Canada,5,,890-813-6341,hr@loewengroupinc.org
1100,2018cdea-2596-4ab0-b97c-9ef544a8c682,ACLN Ltd.,1992-02-20,Cyprus,22,,367-505-3201,hr@aclnltd.org
1101,180faf6b-2c4d-4b7b-aea0-ecf2e6d7991a,Calais Resources Inc.,1964-10-08,Canada,6,,879-548-9388,reach@calaisresourcesinc.org
1102,cb8ba745-906f-4614-96a8-f07e56028a0a,Intier Automotive Inc.,1990-05-19,Canada,12,,269-212-0819,reach@intierautomotiveinc.org
1103,b05fabb7-a937-429c-8397-e456215d1d84,"TV Azteca, S.A. de C.V.",1971-10-22,Mexico,36,,273-684-5195,reach@tvaztecasadecv.org
1104,1450d5eb-34f5-48ac-8a31-efc3d10bfa81,CLP Power Hong Kong Ltd.,1986-05-08,Hong Kong,33,,952-537-1765,marketing@clppowerhongkongltd.org
1105,3b2c01ce-769b-4219-aa92-e6ec38daa70c,mmO2 plc,1986-10-20,United Kingdom,11,,233-538-5799,marketing@mmo2plc.org
1106,82bea091-bdab-45fc-acda-d0ed149f2e10,Sideware Systems Inc.,1986-12-22,Canada,18,,422-101-1352,info@sidewaresystemsinc.org
1107,0073fb20-0b66-4adb-9c6b-09edcf0f16e3,Pro-Market Global plc,1971-04-25,United Kingdom,5,,302-767-3326,info@promarketglobalplc.org
1108,d48294c3-78cc-46ed-b037-aa690659c709,Enerplus Resources Fund,1967-12-25,Canada,45,,980-185-6878,sales@enerplusresourcesfund.org
1109,1d3e9d9b-a48e-4fa6-b5e5-ca5284ebcc21,Canwest Media Inc.,1967-10-07,Canada,6,,339-252-2492,reach@canwestmediainc.org
1110,2f29c237-91d6-436e-ba7e-088832db9604,PLC Systems Inc.,1970-07-18,Canada,39,,846-689-9458,headquarters@plcsystemsinc.org
1111,12793dd9-8c59-48fb-b300-58c8557e787c,Tower Semiconductor Ltd.,1995-04-18,Israel,41,,237-592-5505,hr@towersemiconductorltd.org
1112,5abb4915-34cc-441b-a2b1-3113fd07b60d,Mirae Corp.,1974-03-25,Korea,48,,498-531-0251,headquarters@miraecorp.org
1113,f09d42ca-0688-49e7-936f-2c143aab9a19,Dynamic Digital Depth Inc.,1996-06-05,Canada,44,,125-194-5690,hr@dynamicdigitaldepthinc.org
1114,f719a878-8acf-4a0c-8838-470226d30352,Yanzhou Coal Mining Co. Ltd.,1975-03-18,China,16,,281-776-0395,info@yanzhoucoalminingcoltd.org
1115,dcbd754f-edbb-4449-aced-e41e0030439d,International Hi Tech Industries Inc.,1967-04-28,Canada,11,,895-452-0322,reach@internationalhitechindustriesinc.org
1116,65332ac2-176e-4eda-9e5d-97262e6120d3,Super-Sol Ltd.,1974-05-02,Israel,9,,104-257-5061,sales@supersolltd.org
1117,a97df15c-d709-4b89-9fcd-3dac9bc433a8,P.T. Indonesian Satellite Corp. Tbk,1965-10-02,Indonesia,47,,784-317-8176,hr@ptindonesiansatellitecorptbk.org
1118,4753940e-9ec5-4417-b02a-d375dead3074,Masisa S.A.,1969-12-04,Chile,11,,739-459-3991,headquarters@masisasa.org
1119,97b73256-5bc3-4273-a079-f8e04ed357fe,Terra Networks S.A.,1971-06-16,Spain,9,,757-785-2729,sales@terranetworkssa.org
1120,7f3e7770-753e-46d7-a89e-53bed718ad54,Lion Bioscience Aktiengesellschaft,1983-09-04,Germany,38,,243-109-2457,contact@lionbioscienceaktiengesellschaft.org
1121,3c4b91ec-aedd-42b3-883a-10cfbfdd011e,Banco de Chile,1970-10-20,Chile,18,,894-573-6414,contact@bancodechile.org
1122,5e22be6c-4a5e-45d8-af4d-d2e845d2aecb,Orchestream Holdings plc,1989-10-13,United Kingdom,19,,509-383-8933,contact@orchestreamholdingsplc.org
1123,ebe629f9-0d67-43a7-b76b-0869de2bdbad,Delano Technology Corp.,1967-01-20,Canada,27,,679-066-8059,hr@delanotechnologycorp.org
1124,f82e07ad-bbe8-4682-ab9a-3c4dd72fd455,Yellow Pages Ltd.,1970-11-06,Netherlands,21,,868-082-0939,marketing@yellowpagesltd.org
1125,19cacb5f-faba-4938-83b0-2a119deb79cd,"Gruma, S.A. de C.V.",1970-10-08,Mexico,46,,937-878-5838,marketing@grumasadecv.org
1126,005b412f-2143-4674-b3b8-2c4051f1bb23,Allied Irish Banks plc,1990-01-14,Ireland,43,,845-253-8132,sales@alliedirishbanksplc.org
1127,3472c46a-8e70-43b2-af6f-482773433ac0,National Westminster plc,1982-10-12,United Kingdom,48,,328-277-7425,enquiries@nationalwestminsterplc.org
1128,1eb364ff-3a9f-4ce5-a812-4a547e4aed13,Cream Minerals Ltd.,1966-04-09,Canada,30,,260-760-1454,headquarters@creammineralsltd.org
1129,c8606cf7-7aa8-41e1-aaac-0219e26d806b,Bell Canada,1993-10-18,Canada,15,,699-162-6340,hr@bellcanada.org
1130,ed37f8fd-18da-4513-bf05-1f2af1325505,Song Networks N.V.,1970-02-02,Netherlands,48,,621-883-9713,enquiries@songnetworksnv.org
1131,4a2400d4-a584-43d0-aabe-3a6ca23de6c9,"Fording, Inc.",1978-02-14,Canada,31,,735-404-5585,reach@fordinginc.org
1132,08ed1aff-556f-4587-b3a7-808f08fac3b3,Oxford Glycosciences plc,1963-01-30,United Kingdom,10,,427-090-0388,enquiries@oxfordglycosciencesplc.org
1133,c533c79b-e4bd-4077-811c-0431ccc00d02,Hitachi Ltd.,1978-09-27,Japan,24,,875-886-9872,sales@hitachiltd.org
1134,cb265630-979c-4c0b-9ec8-7163a27d3be1,Aramex International Ltd.,1979-03-01,Bermuda,24,,993-093-1658,contact@aramexinternationalltd.org
1135,29019f65-6634-4801-9a33-73981db6dc35,Triant Technologies Inc.,1969-12-19,Canada,42,,553-300-4075,headquarters@trianttechnologiesinc.org
1136,b7835b6c-5abf-46e3-87a0-a087b853f261,Royal Ahold Ltd. - Koninklijke Ahold N.V.,1969-02-28,Netherlands,6,,463-457-4166,sales@royalaholdltdkoninklijkeaholdnv.org
1137,450844b3-4c25-483d-ba0f-f2793bc07cd7,TAT Technologies Ltd.,1988-10-07,Israel,18,,738-582-2813,headquarters@tattechnologiesltd.org
1138,f1bed5f4-54be-4eb5-a3cd-229d136cc4ce,Oncolytics Biotech Inc.,1988-05-20,Canada,50,,302-726-1664,sales@oncolyticsbiotechinc.org
1139,cf8058f2-f0c5-42d9-8c07-617f97c28066,Petro-Canada,1985-11-28,Canada,34,,107-380-4709,headquarters@petrocanada.org
1140,d6fa3753-a896-4c14-b9ae-7528557f89d0,Sparkling Spring Water Group Ltd.,1993-03-26,Canada,33,,500-351-8680,hr@sparklingspringwatergroupltd.org
1141,d246de4b-28cb-4db7-855c-a68d1dcb06a1,Sapiens International Corp. N.V.,1988-09-30,Neth. Antilles,50,,721-576-7192,reach@sapiensinternationalcorpnv.org
1142,11bbe36f-51f9-41f6-aa32-72cafd56a6f0,Royal Bank of Scotland Group,1976-01-07,United Kingdom,35,,182-764-4117,enquiries@royalbankofscotlandgroup.org
1143,d20a2aca-0a4d-476a-be30-18d758d6b642,Texon International plc,1966-10-25,United Kingdom,14,,591-742-5305,reach@texoninternationalplc.org
1144,984693b1-94ae-47a3-929f-853cf71b0ce1,Transco plc,1962-05-14,United Kingdom,20,,190-377-6544,info@transcoplc.org
1145,ce66d94a-7d9c-47cc-87e2-dd53066acf5e,Compania Internacional de Telecomunicaciones S.A.,1988-12-18,Argentina,48,,874-478-8171,marketing@companiainternacionaldetelecomunicacionessa.org
1146,bcbb8d24-ebc4-4da1-989e-d08116081d81,Barclays Bank plc,1983-12-19,United Kingdom,17,,944-306-2643,headquarters@barclaysbankplc.org
1147,2dd82e46-ab1d-474a-8608-90a58d416b0e,Aerco Ltd.,1961-12-22,United Kingdom,9,,926-308-2080,enquiries@aercoltd.org
1148,67770cf7-67bf-47f8-9ea6-b05f72ab4098,Coca-Cola Embonor S.A.,1960-10-12,Chile,30,,689-089-3578,hr@cocacolaembonorsa.org
1149,ce66d94a-7d9c-47cc-87e2-dd53066acf5e,Compania Internacional de Telecomunicaciones S.A.,1966-02-24,Argentina,6,,874-478-8171,info@companiainternacionaldetelecomunicacionessa.org
1150,e0daf120-b55f-49a4-a1a7-3e2839ff05bb,Triple P N.V.,1981-12-08,Netherlands,48,,365-814-0597,info@triplepnv.org
1151,a56d8659-3065-47d2-b1bc-1130c380dd13,LVMH Moet-Hennessy Louis Vuitton,1965-07-08,France,12,,373-517-1391,headquarters@lvmhmoethennessylouisvuitton.org
1152,842c9691-8c3f-4d25-b06d-441fece274d1,Empresa Electrica Pehuenche S.A.,1983-06-10,Chile,30,,191-647-1791,contact@empresaelectricapehuenchesa.org
1153,64a2e2fe-6077-448e-b792-02c2495a5f02,Ocean Rig ASA,1991-12-02,Norway,22,,572-524-9847,reach@oceanrigasa.org
1154,08b46d85-8872-4574-b300-7d533ec2c207,Star Resources Corp.,1992-10-29,Canada,34,,918-642-0538,hr@starresourcescorp.org
1155,09412b26-2284-4c6d-b51a-73d2d7a36206,Companhia Siderurgica Nacional,1964-09-14,Brazil,6,,265-169-6755,info@companhiasiderurgicanacional.org
1156,0e372476-6738-44e5-96d5-ad49ec7f623c,QI Systems Inc.,1987-10-06,Canada,48,,872-825-5201,enquiries@qisystemsinc.org
1157,578124bc-1554-4fba-883a-55f748376a02,Globe Telecom plc,1978-11-03,Philippines,43,,582-119-3781,hr@globetelecomplc.org
1158,c49f2d43-32ad-4170-bd6c-10c00a68550c,Modern Times Group MTG AB,1986-08-11,Sweden,42,,374-547-7227,enquiries@moderntimesgroupmtgab.org
1159,e4969536-e0e8-4e00-8ce5-4da22e96825d,Spectrum Signal Processing Inc.,1995-01-04,Canada,16,,680-520-4392,sales@spectrumsignalprocessinginc.org
1160,034b8a8d-9b70-4688-8dfe-6ba176454b7f,Novartis AG,1978-11-25,Switzerland,8,,659-667-8576,headquarters@novartisag.org
1161,629caa37-3ea3-4e52-8cc4-6321db9e111c,"Copamex Industries, S.A. de C.V.",1966-11-07,Mexico,26,,258-151-9801,enquiries@copamexindustriessadecv.org
1162,872b2989-aa03-487a-9969-52ec78c7549d,Caledonia Mining Corp.,1992-05-15,Canada,6,,414-122-6202,reach@caledoniaminingcorp.org
1163,eb713241-a808-48ef-9952-d7f87ff48094,Celulosa Arauco y Constitucion S.A.,1979-10-29,Chile,25,,200-086-4686,info@celulosaaraucoyconstitucionsa.org
1164,2a9520b0-fc2a-4ab0-9fc5-399bd09ff089,Bouygues Offshore S.A.,1973-09-06,France,47,,965-849-6286,info@bouyguesoffshoresa.org
1165,1a78f4c5-b1ab-48c7-9d41-662510adc93a,TPN Holdings plc,1978-04-18,United Kingdom,43,,867-501-7352,reach@tpnholdingsplc.org
1166,5d30e279-e00f-49c0-aca7-482c691d96bb,MDS Inc.,1995-10-13,Canada,33,,464-860-4349,hr@mdsinc.org
1167,b4c9bd26-3640-476d-9815-5711eeab2cbf,PetroChina Co. Ltd.,1994-07-21,China,35,,103-886-8252,headquarters@petrochinacoltd.org
1168,1c5d2e3c-96d1-4b02-ae5e-7fb79178f177,Goran Capital Inc.,1988-01-13,Canada,50,,307-014-8655,reach@gorancapitalinc.org
1169,be8c94a5-c96e-4244-90e3-41ddbe5a72e0,Enterprise Oil plc,1963-03-03,United Kingdom,15,,728-589-5399,hr@enterpriseoilplc.org
1170,dcb9c89f-273e-4da8-9d5c-e9fc79f97002,Hydro One Inc.,1988-06-30,Canada,7,,237-884-5126,marketing@hydrooneinc.org
1171,5c48f9dc-c853-4919-a473-b2f547d6c45a,Attunity Ltd.,1994-08-18,Israel,22,,185-843-6304,contact@attunityltd.org
1172,9e468bce-27f0-4a84-91f7-39045b99b727,Triband Resource Corp.,1987-06-17,Canada,12,,427-132-6550,marketing@tribandresourcecorp.org
1173,9ae4dd98-f7a6-4041-8723-66b6db5cd7a8,ActFit.com Inc.,1966-08-12,Canada,36,,755-104-5249,contact@actfitcominc.org
1174,e83ad422-437d-47e6-b5db-886190a7573c,Dynacare Inc.,1976-06-28,Canada,41,,485-801-3116,info@dynacareinc.org
1175,26a6077f-7b1f-4dc3-be88-2323bb103867,Pyng Technologies Corp.,1971-07-12,Canada,42,,735-791-4354,enquiries@pyngtechnologiescorp.org
1176,b5965f69-5ad5-4be0-a60d-e89c9a860953,Cable Satisfaction International Inc.,1970-08-13,Canada,43,,146-659-9048,marketing@cablesatisfactioninternationalinc.org
1177,d1e6177f-5b2b-4998-8f86-640d57fb286e,YPF S.A.,1989-07-02,Argentina,22,,998-027-0277,sales@ypfsa.org
1178,de9e1b21-3ff1-442b-908a-08ad48375845,Investors Group Inc.,1982-11-12,Canada,40,,253-873-4022,enquiries@investorsgroupinc.org
1179,886ea60f-120a-456e-9210-95fe215c753c,Petromin Resources Ltd.,1976-03-10,Canada,13,,735-804-8351,enquiries@petrominresourcesltd.org
1180,19bec1d5-b7e7-4656-8556-a6b57c58da97,Sun Life Financial Services of Canada,1990-12-09,Canada,21,,820-474-9765,contact@sunlifefinancialservicesofcanada.org
1181,c84413fd-4ce7-40c3-8478-4bc879b4ce9c,Mer Telemanagement Solutions Ltd.,1992-07-01,Israel,42,,563-662-0874,headquarters@mertelemanagementsolutionsltd.org
1182,98398e5a-205c-47a5-ad24-c39d0a702020,"Grupo Iusacell, S.A. de C.V.",1977-03-09,Mexico,48,,109-491-0767,info@grupoiusacellsadecv.org
1183,df6f0044-5e8d-47e3-b16c-0fd6992b356f,Creator Capital Ltd.,1993-10-25,Canada,30,,219-730-4759,reach@creatorcapitalltd.org
1184,d8fa157a-e551-496c-862d-d3372bac1e3c,Ainsworth Lumber Co. Ltd.,1962-06-04,Canada,14,,923-147-5036,contact@ainsworthlumbercoltd.org
1185,929f377f-f497-458c-af03-bca0a6866185,Bravo Resource Partners Ltd.,1963-10-20,Canada,45,,723-066-6437,headquarters@bravoresourcepartnersltd.org
1186,902a18b1-9b20-4ab8-b829-6b35490f69eb,BCE Inc.,1980-12-18,Canada,27,,259-421-2233,enquiries@bceinc.org
1187,bbaee357-add3-47cd-afc5-622e60816c63,STET Hellas Telecommunications S.A.,1994-01-21,Greece,42,,617-708-1633,headquarters@stethellastelecommunicationssa.org
1188,5614bfe0-5878-4e12-808e-530feaf82a2c,Fairfax Financial Holdings Ltd.,1995-11-10,Canada,18,,590-419-1506,info@fairfaxfinancialholdingsltd.org
1189,ddcb30cd-6e9d-4ef1-86e8-0f9d871dc184,PDVSA Finance Ltd.,1971-04-05,Cayman Islands,6,,858-848-3650,hr@pdvsafinanceltd.org
1190,7752f69c-706b-4b57-b899-dca9cb8340b0,Grupo Simec S.A. de C.V.,1960-02-21,Mexico,13,,964-130-4929,info@gruposimecsadecv.org
1191,72adb7af-b600-4af4-a1fe-45a0395eacad,Telstra Corp Ltd.,1970-04-20,Australia,46,,925-354-1713,info@telstracorpltd.org
1192,76b66863-9cc2-4c6b-b4f6-039a28ce8189,Mayne Nickless Ltd.,1964-12-29,Australia,15,,337-604-8291,hr@maynenicklessltd.org
1193,c1349f5e-884c-4871-8c4c-6e3f48662ae2,BCI Telecom Holding Inc.,1980-12-17,Canada,26,,567-657-5046,sales@bcitelecomholdinginc.org
1194,03025735-3060-44d6-9609-f8e63b61fa09,Zemex Corp.,1986-01-22,Canada,7,,719-274-0343,reach@zemexcorp.org
1195,daa2d999-0d15-411f-a0a0-fb99a550a0b6,ASE Test Ltd.,1965-01-19,Singapore,9,,584-207-2240,hr@asetestltd.org
1196,d33826a0-7a41-4749-a1e6-f457b52769f5,Head Holding Unternehmensbeteiligung GMBH,1982-12-19,Austria,43,,442-056-4138,sales@headholdingunternehmensbeteiligunggmbh.org
1197,722f8e00-9b45-471b-9e7a-5cbc0e419072,Lund Ventures Ltd.,1969-08-09,Canada,49,,860-641-7373,marketing@lundventuresltd.org
1198,d94c6993-70fe-4ed5-acc1-1a665c5feb08,Cablevision S.A.,1976-02-25,Argentina,8,,627-613-9811,reach@cablevisionsa.org
1199,3e0a7b97-df37-4261-b5fb-add1b3901412,Normandy Yandal Operations Ltd.,1960-07-15,Australia,23,,644-877-2352,marketing@normandyyandaloperationsltd.org
1200,a8c25c79-e4be-44b8-9d37-7f712baad509,Dayton Mining Co.,1974-01-14,Canada,12,,500-353-7932,headquarters@daytonminingco.org
1201,6d6f746a-044c-45da-b04c-9b9b47816e43,Crucell N.V.,1996-12-30,Netherlands,32,,796-703-0226,hr@crucellnv.org
1202,f5043f77-5f25-4b0b-8ecd-3a60d1e6eafa,"Nomura Holdings, Inc.",1995-01-06,Japan,48,,336-375-8719,sales@nomuraholdingsinc.org
1203,7769dc3b-8376-4aa6-a71c-a0514bfaf3a7,Shaw Communications Inc.,1993-05-13,Canada,26,,125-472-9523,hr@shawcommunicationsinc.org
1204,cf9ffdc9-5c23-4500-86f0-15f4c4fe7134,Brokat Aktiengesellschaft,1996-04-16,Germany,10,,814-451-3612,contact@brokataktiengesellschaft.org
1205,d246de4b-28cb-4db7-855c-a68d1dcb06a1,Sapiens International Corp. N.V.,1960-11-20,Neth. Antilles,26,,721-576-7192,headquarters@sapiensinternationalcorpnv.org
1206,ae83cce2-aba1-4a7b-aaf7-a6f3981273b7,Trooper Technologies Inc.,1996-09-12,Canada,35,,949-231-5288,sales@troopertechnologiesinc.org
1207,b51e0251-2fcc-4818-b34a-767aa3b0e747,Vimpel Communications,1993-05-13,Russia,14,,266-169-1985,info@vimpelcommunications.org
1208,26d84eb3-dcbd-4047-9faf-1a6df73a5259,Trade Wind Communications Ltd.,1993-05-02,Bermuda,47,,644-722-9925,info@tradewindcommunicationsltd.org
1209,2a9520b0-fc2a-4ab0-9fc5-399bd09ff089,Bouygues Offshore S.A.,1991-10-07,France,46,,965-849-6286,reach@bouyguesoffshoresa.org
1210,e8b9e334-bc15-4c74-aa36-7088018d89fa,Infosys Technologies Inc.,1992-07-24,India,47,,986-585-2931,hr@infosystechnologiesinc.org
1211,9585db25-63f2-4373-be3f-ee8ac13744f1,Electrochemical Industries 1952 Ltd.,1987-04-05,Israel,33,,542-533-7652,sales@electrochemicalindustries1952ltd.org
1212,e96cefd3-77b2-4a16-a4cf-28d41a4e09f6,Nice Systems Ltd.,1986-12-13,Israel,44,,573-578-0956,contact@nicesystemsltd.org
1213,886ea60f-120a-456e-9210-95fe215c753c,Petromin Resources Ltd.,1991-04-07,Canada,20,,735-804-8351,sales@petrominresourcesltd.org
