registeration number,name,establied date,country,number of employes,purpose,phone number,email
bca5ae57-5a5d-46bf-ae42-7c3cdb420bfd,Aryt Industries Ltd.,2/18/1974,Israel,46,,764-367-2969,reach@arytindustriesltd.org
f080e7aa-7403-4f5b-9754-fcf9285e7bfa,CGU Group Canada Ltd.,5/17/1968,Canada,10,,646-857-6206,sales@cgugroupcanadaltd.org
5050fdd1-e8be-4156-88e0-24c036615294,Realax Software AG,12/1/1992,Germany,6,,716-778-5210,enquiries@realaxsoftwareag.org
a1efb77d-d390-41a2-b63d-27378dd2fb1b,Transgene S.A.,5/22/1979,France,18,,676-635-4991,info@transgenesa.org
ff74ca5a-5339-4e65-b83c-982f1f2588af,Capital Environmental Resource Inc.,12/19/1963,Canada,48,,960-195-7038,contact@capitalenvironmentalresourceinc.org
05e16a86-383c-4775-855a-a99c807e6ab5,Boardwalk Equities Inc.,1/29/1987,Canada,35,,988-466-1496,headquarters@boardwalkequitiesinc.org
272acefd-5f77-4a00-948f-dd3dabb8fa60,Antenna TV S.A.,8/1/1964,Greece,49,,352-444-5486,enquiries@antennatvsa.org
4a05793c-5f46-4f85-b052-8d2e728f0ede,Crow Technologies 1977 Ltd.,7/2/1995,Israel,31,,445-251-3506,enquiries@crowtechnologies1977ltd.org
4e56df0a-f576-4570-adc1-d07b86d93aa8,Cognos Inc.,2/14/1978,Canada,16,,348-429-8305,info@cognosinc.org
f26e1fe0-b49d-478b-bb9c-ffef7e26140d,Brilliance China Automotive Holdings Ltd.,5/8/1969,Bermuda,35,,212-723-2273,hr@brilliancechinaautomotiveholdingsltd.org
22e07124-4578-4a24-a78d-acf6152023c1,SCS Solars Computing Systems Inc.,12/6/1976,Canada,20,,381-385-8976,headquarters@scssolarscomputingsystemsinc.org
fee7ac0f-a3b5-4e13-be98-42b76b392cf1,Eletson Holdings Inc.,6/19/1968,Liberia,34,,807-884-2998,marketing@eletsonholdingsinc.org
8312aa46-a5c2-419f-b148-a8a810daee82,Banco Comercial Portugues S.A.,11/2/1983,Portugal,24,,983-355-6091,reach@bancocomercialportuguessa.org
66161d0d-a48f-484e-8e19-0a977909f015,Madison Enterprises Corp.,1/3/1974,Canada,23,,998-518-5195,contact@madisonenterprisescorp.org
1b9bfea6-47ae-48e3-809a-cd5afc4c8977,Ariel Resources Ltd.,9/20/1967,Canada,14,,290-342-9313,reach@arielresourcesltd.org
22e07124-4578-4a24-a78d-acf6152023c1,SCS Solars Computing Systems Inc.,11/13/1970,Canada,10,,381-385-8976,contact@scssolarscomputingsystemsinc.org
08e388a3-1918-47fe-a560-f5773e2fa8d7,Transportadora de Gas del Sur S.A.,3/29/1986,Argentina,38,,960-453-5762,contact@transportadoradegasdelsursa.org
5438d73a-e72e-431c-85ec-27b180964b49,Amatek Industries Pty Ltd.,5/25/1993,Australia,48,,165-824-5317,enquiries@amatekindustriesptyltd.org
f9fdba29-c49e-4739-9880-6ce29db1c69e,Ectel Ltd.,10/4/1960,Israel,10,,282-816-6345,sales@ectelltd.org
1c155471-8ebb-4ed0-8765-1f132de7f337,Six Continents plc,6/6/1995,United Kingdom,24,,687-567-0377,headquarters@sixcontinentsplc.org
5cbba52f-26fd-476a-9fdc-213196947e9a,Controladora Comercial Mexicana S.A. de C.V.,7/21/1973,Mexico,7,,901-645-1009,headquarters@controladoracomercialmexicanasadecv.org
1debb073-e394-4648-9ee1-0bc440e92b26,Banco Bradesco S.A.,12/3/1980,Brazil,45,,784-358-6902,enquiries@bancobradescosa.org
ce9983e4-3b41-40c3-9b9e-c713ffb49fe5,Portrush Petroleum Corp.,7/7/1979,Canada,31,,843-206-0075,info@portrushpetroleumcorp.org
0081063e-5311-4452-8ec7-76c6a0f51d16,Enodis plc,11/27/1983,United Kingdom,22,,470-800-7208,enquiries@enodisplc.org
69ceab36-633f-4fba-b78b-248f0e79f2d9,Daugherty Resources Inc.,5/6/1990,Canada,25,,437-530-9149,reach@daughertyresourcesinc.org
0d13b91b-ff23-4fb4-bf2f-e180b46bb83f,LVMH Moet-Hennessy Louis Vuitton,4/13/1987,France,10,,439-222-4386,contact@lvmhmoethennessylouisvuitton.org
8eb56263-5af1-4dfd-8889-f530d7706c2d,Elbit Systems Ltd.,2/20/1982,Israel,24,,584-559-5001,sales@elbitsystemsltd.org
73bda954-507c-493a-977a-4f5e2bd2fb42,Smith & Nephew plc,4/12/1996,United Kingdom,42,,546-397-3280,reach@smithnephewplc.org
e134bfda-7c8b-47c0-9b1e-e8dd317e2f42,Revenue Properties Co. Ltd.,1/3/1997,Canada,31,,955-015-5776,info@revenuepropertiescoltd.org
8b9b24ac-8251-4872-9eca-e90452d4489b,EDP - Electricidade de Portugal S.A.,10/6/1962,Portugal,36,,228-250-9312,reach@edpelectricidadedeportugalsa.org
3da4663f-45b2-43fc-9372-01e9ab75d33f,CRH plc,5/10/1960,Ireland,45,,601-528-9985,reach@crhplc.org
7b7bcece-a2f1-459a-92fc-2c5d3f345923,Magna International Inc.,12/29/1981,Canada,45,,587-885-2444,contact@magnainternationalinc.org
0c9796ab-95ff-4e78-91d3-6e63bb415b5a,Logitech International S.A.,1/23/1973,Switzerland,44,,618-583-4315,enquiries@logitechinternationalsa.org
e2ae0edd-acd8-435a-a24e-902200f07c3d,"New China Homes, Ltd.",2/19/1975,Cayman Islands,33,,160-827-2713,marketing@newchinahomesltd.org
001fc951-10d8-4eac-bb34-e92e12c02c28,Coniagas Resources Ltd,5/2/1981,Canada,47,,981-149-6794,info@coniagasresourcesltd.org
66161d0d-a48f-484e-8e19-0a977909f015,Madison Enterprises Corp.,10/12/1986,Canada,12,,998-518-5195,reach@madisonenterprisescorp.org
be0a48fe-53a8-42f8-b240-d94e8a27f3bc,Domtar Inc.,12/11/1981,Canada,11,,428-451-5107,sales@domtarinc.org
fb09c4c6-4483-4904-962c-0e12eb5a088e,Incam AG,7/19/1994,Germany,24,,375-139-0246,marketing@incamag.org
5ad1fa70-f441-42c0-b0b9-f6eff4623614,Talisman Enterprise Inc.,2/20/1961,Canada,33,,277-421-1794,marketing@talismanenterpriseinc.org
6699bf0e-7ac0-4836-8d6e-3c4edbbed7c0,Asia Satellite Telecommunications Holdings Ltd.,5/31/1974,Bermuda,38,,207-721-4850,marketing@asiasatellitetelecommunicationsholdingsltd.org
672f5253-2048-4bbe-a382-09a7715a8b54,"Nomura Holdings, Inc.",9/10/1973,Japan,45,,503-485-5044,sales@nomuraholdingsinc.org
63479b85-dc0a-47d6-9425-2924126a68c0,Canwest Media Inc.,2/12/1980,Canada,14,,971-266-3640,info@canwestmediainc.org
e83a5c8d-df79-464e-bc9c-8177a54db95d,Matav Cable Systems Media Ltd.,3/9/1975,Israel,40,,781-836-3837,contact@matavcablesystemsmedialtd.org
f916df10-12f1-4429-b6d9-c7656a4b988e,Keywest Energy Corp.,5/4/1963,Canada,25,,285-372-9192,contact@keywestenergycorp.org
acb18826-0f17-44e8-8aa8-3a23818e997a,Elbit Ltd.,8/4/1995,Israel,40,,716-135-5188,headquarters@elbitltd.org
d4872a33-fc00-490a-a13e-96d070d4634f,Lanoptics Ltd.,7/30/1987,Israel,48,,708-319-2544,reach@lanopticsltd.org
e851ef7d-fa56-4ec0-9b61-8d20480295b2,Fletcher Building Ltd.,6/26/1988,New Zealand,33,,501-404-2836,enquiries@fletcherbuildingltd.org
b4bce608-f63d-4ff6-93ec-2ee4f2466922,Paradigm Geophysical Ltd.,3/5/1961,Israel,14,,374-779-5308,marketing@paradigmgeophysicalltd.org
5098be9e-60f6-4a63-8328-831e7829169c,"Tricom, S.A.",1/12/1966,Dominican Republic,32,,413-385-1331,headquarters@tricomsa.org
8aad2b41-5c0b-4325-a107-74e7c24ce608,Ipsco Inc.,2/26/1991,Canada,16,,957-172-2769,marketing@ipscoinc.org
d8888f05-57a7-41b8-8349-316e03e7c211,IMP Industrial Mineral Park Mining Corp.,11/18/1988,Canada,38,,882-576-3134,sales@impindustrialmineralparkminingcorp.org
4b9ea90e-372e-4d54-8e70-f3750d3717d3,"Grupo Iusacell Celular, S.A. de C.V.",6/26/1962,Mexico,22,,299-625-0479,hr@grupoiusacellcelularsadecv.org
86702e2a-4c06-4f7a-9467-bace85f9dd0b,Sappi Ltd.,10/15/1979,South Africa,16,,532-082-1339,marketing@sappiltd.org
c56b4855-4aa6-49fb-a107-d97461d4ec4d,Petromin Resources Ltd.,10/16/1969,Canada,21,,243-153-2758,sales@petrominresourcesltd.org
189bcfbb-bca6-4a9b-9fbc-7a8f343f52b7,United Utilities plc,10/23/1981,United Kingdom,33,,350-067-9804,marketing@unitedutilitiesplc.org
8ca3e106-4b39-4985-b2fb-2c4a5a4513a4,Baltimore Technologies plc,2/13/1986,United Kingdom,6,,832-647-2858,headquarters@baltimoretechnologiesplc.org
3b26086f-e68b-4049-956e-f625420676ab,ICTS International N.V.,4/18/1989,Netherlands,11,,513-336-8335,marketing@ictsinternationalnv.org
a1253fd2-e9d9-4bef-8514-b569171d3d1a,Petroleos Mexicanos (Pemex),10/4/1963,Mexico,42,,973-548-6117,sales@petroleosmexicanospemex.org
df697864-7aa9-429b-9f23-c746795feb51,UPM-Kymmene OYJ,11/12/1970,Finland,31,,748-460-3007,sales@upmkymmeneoyj.org
d839ca20-3916-4b25-b85c-b295fda301a2,Zemex Corp.,3/31/1965,Canada,14,,347-315-4968,sales@zemexcorp.org
5726b3a1-7354-4856-a9b3-799b00cc4f67,CE Franklin Ltd.,9/30/1961,Canada,18,,388-150-8585,hr@cefranklinltd.org
7f0a33b2-f82d-4044-b67c-ce3c17a335bb,QI Systems Inc.,3/22/1985,Canada,42,,932-309-4853,headquarters@qisystemsinc.org
ebfdc1cb-8b53-48e4-8865-4541df672e61,Big Rock Brewery Ltd.,12/27/1995,Canada,12,,551-239-5742,hr@bigrockbreweryltd.org
b2cc44d9-3e5e-4e12-ad29-daec510c5a3e,Tefron Ltd.,12/19/1996,Israel,48,,572-029-0937,hr@tefronltd.org
132c9ed8-14ce-4c74-bfbb-02c53f54cf49,IGN Internet Global Network Inc.,9/14/1971,Canada,30,,453-882-5356,marketing@igninternetglobalnetworkinc.org
b4e76dd1-94b3-4faf-bede-7af5f20ee309,Telefonica de Argentina S.A.,11/26/1991,Argentina,25,,263-540-8388,info@telefonicadeargentinasa.org
9081c5ab-2da2-40e7-a937-909f155e2807,A R T International Inc.,4/3/1965,Canada,46,,269-798-5053,hr@artinternationalinc.org
4cad2708-852d-46ad-adaa-0d5db191d5e3,Philippine Long Distance Telephone Co.,9/22/1983,Philippines,23,,498-327-7462,sales@philippinelongdistancetelephoneco.org
b42c90de-2a2c-45cf-9a67-e2358ca6a44b,Delano Technology Corp.,11/7/1976,Canada,47,,307-114-1998,reach@delanotechnologycorp.org
64363e3a-efaf-47ef-aeac-f3e76c71d176,Globo Cabo S.A.,8/26/1960,Brazil,42,,383-331-4764,info@globocabosa.org
0b5ca159-fbe6-4439-b2e7-692db68aadcd,Nippon Telegraph and Telephone Corp.,6/18/1982,Japan,28,,512-033-3982,info@nippontelegraphandtelephonecorp.org
e8a2c36a-94fa-43ba-954f-2aef42ad883d,Jefferson Smurfit plc,7/17/1984,Ireland,9,,494-709-5306,reach@jeffersonsmurfitplc.org
9f1ab416-f2ff-4e18-95af-6379d2547233,Telefonaktiebolaget L M Ericsson,5/6/1982,Sweden,12,,786-557-7384,marketing@telefonaktiebolagetlmericsson.org
b4c1c670-7df5-4a1c-9d4d-1d782f9d6703,Ispat International N.V.,4/15/1991,Netherlands,50,,714-198-6290,contact@ispatinternationalnv.org
b99e5d3e-aa70-4e50-bdcc-c98c096c669d,Xcelera.com Inc.,7/21/1994,Cayman Islands,47,,143-767-4849,headquarters@xceleracominc.org
c30473e1-cbcd-4073-ac62-deae0353b63c,Radware Ltd.,2/16/1972,Israel,32,,551-296-2346,sales@radwareltd.org
0d13b91b-ff23-4fb4-bf2f-e180b46bb83f,LVMH Moet-Hennessy Louis Vuitton,4/21/1960,France,29,,439-222-4386,sales@lvmhmoethennessylouisvuitton.org
414b0cfc-e61a-44ef-9150-6437c16364a6,Sun International Hotels Ltd.,3/15/1970,Bahamas,25,,120-595-6431,enquiries@suninternationalhotelsltd.org
9fe0c7e1-8fee-41a8-8d14-a56841583fd0,Global Sources Ltd.,11/3/1964,Bermuda,42,,402-883-8613,hr@globalsourcesltd.org
763cf42d-a325-4806-8ea6-4adefde442d8,Digitale Telekabel AG,5/15/1985,Germany,37,,111-080-4590,contact@digitaletelekabelag.org
cf7bf2a6-e522-4e29-98f6-fb4ecb4f3eab,Peaksoft Multinet Corp.,10/30/1996,Canada,28,,751-872-9597,reach@peaksoftmultinetcorp.org
77b9cad7-6c24-4350-84a5-d136ddaad0a6,CSR Ltd.,2/14/1989,Australia,10,,313-550-4504,contact@csrltd.org
560d50af-33d4-413b-8333-538d1a06ee2f,Compania Cervecerias Unidas S.A.,5/5/1972,Chile,17,,963-012-4295,headquarters@companiacerveceriasunidassa.org
34ea2e38-1ef1-48e1-87eb-2f9103880af1,Banco Santander - Chile,10/8/1979,Chile,30,,265-392-8865,reach@bancosantanderchile.org
dc46b9e7-a5cc-4ba7-8785-e8c9b4ab1d4f,Fahnestock Viner Holdings Inc.,9/21/1994,Canada,39,,635-021-9295,sales@fahnestockvinerholdingsinc.org
92d3d376-6a50-4cb3-a83b-9b1f10c4107b,Infovista S.A.,1/11/1994,France,10,,521-346-4762,reach@infovistasa.org
2eaf5c6c-9d7b-4df1-8a45-841204012343,London Electricity Group plc,9/8/1996,United Kingdom,25,,774-112-1790,enquiries@londonelectricitygroupplc.org
a62d6596-d188-4dcc-bae9-227a3c1f6033,A B Electrolux,5/8/1972,Sweden,13,,167-328-6241,reach@abelectrolux.org
a62d6596-d188-4dcc-bae9-227a3c1f6033,A B Electrolux,7/3/1963,Sweden,5,,167-328-6241,headquarters@abelectrolux.org
46c8d780-dea9-4778-ada7-1c13e0316186,Professional Staff plc,4/12/1980,United Kingdom,6,,940-622-1937,enquiries@professionalstaffplc.org
f98691e7-88ce-436e-bde0-5c27bc2bca22,Netease.com Inc.,8/1/1980,Cayman Islands,47,,725-102-3644,info@neteasecominc.org
0e14b84a-6a55-48f7-b10f-67b9669327bf,Emco Ltd.,6/28/1969,Canada,24,,474-767-8756,info@emcoltd.org
374cb026-e9cd-4560-bbb5-8cf3d0d31c8a,Jilin Chemical Industrial Co. Ltd.,10/18/1970,China,47,,563-547-1339,reach@jilinchemicalindustrialcoltd.org
cf816a57-7fd2-4d9d-956d-ed2b89a4e7d3,"Elephant & Castle Group, Inc.",9/27/1996,Canada,48,,116-222-5074,marketing@elephantcastlegroupinc.org
72ef23f0-d192-451c-9477-1f4e24bf848d,Pechiney,9/22/1981,France,9,,995-474-9277,hr@pechiney.org
d30e7e23-3c41-4f4a-b7e0-06ba7910e574,Norsat International Inc.,3/7/1975,Canada,38,,650-838-8867,contact@norsatinternationalinc.org
132c9ed8-14ce-4c74-bfbb-02c53f54cf49,IGN Internet Global Network Inc.,2/15/1978,Canada,15,,453-882-5356,contact@igninternetglobalnetworkinc.org
c00b973c-ebc1-4cd7-8cc9-7dd443cd123a,Mer Telemanagement Solutions Ltd.,7/18/1974,Israel,50,,762-485-8121,contact@mertelemanagementsolutionsltd.org
76557132-056f-4aae-b830-b37cb22955ff,"Innova, S. de R.L.",8/10/1973,Mexico,13,,869-354-0256,sales@innovasderl.org
d6dd1105-7cfc-4df4-b3c0-fe22f9da3492,Royal Dutch Petroleum Co.,1/17/1984,Netherlands,32,,821-473-8718,info@royaldutchpetroleumco.org
b6d536ff-e74b-43b1-a053-3178f98de24c,United Microelectronics Corp.,2/12/1974,Taiwan,31,,661-678-8604,hr@unitedmicroelectronicscorp.org
422decfe-bc0c-4136-9229-dc349879223f,Retalix Ltd.,4/13/1971,Israel,13,,262-329-1377,reach@retalixltd.org
687cd0c1-43ed-495d-ae1d-ec7098de74e3,Trenche Electric S.A.,6/30/1970,France,33,,693-275-8433,sales@trencheelectricsa.org
63fe6282-3a28-4c30-9fcf-8e7c973ba589,Publicis-Ariely Ltd.,2/15/1966,Israel,8,,623-346-8499,reach@publicisarielyltd.org
95195e98-036c-4bc4-8cf8-59849cc21873,QSC AG,1/13/1989,Germany,6,,900-523-1602,sales@qscag.org
a64d9192-ee86-431b-9170-c3c6734452c3,Waterford Wedgwood UK plc,12/21/1993,United Kingdom,28,,202-655-1696,hr@waterfordwedgwoodukplc.org
03577815-1526-4019-be95-01f6785bd8f3,Orbotech Ltd.,5/2/1977,Israel,37,,856-402-7988,contact@orbotechltd.org
bf767842-e941-4128-a8d3-1ceec26c020e,W.P. Stewart & Co. Ltd.,3/26/1980,Bermuda,10,,584-799-1658,hr@wpstewartcoltd.org
c58e85f2-46b3-4fde-b2a7-fee416d4d0a6,Cadbury Schweppes plc,2/4/1988,United Kingdom,5,,174-568-3247,reach@cadburyschweppesplc.org
0326d7ab-b460-43f0-9cb3-6f2c651e32cd,Vannessa Ventures Ltd.,10/30/1977,Canada,7,,812-285-2695,headquarters@vannessaventuresltd.org
572b653a-f8b7-4d25-9a53-ce442068728c,TotalFinaElf S.A.,2/6/1965,France,8,,720-163-2029,info@totalfinaelfsa.org
ebfdc1cb-8b53-48e4-8865-4541df672e61,Big Rock Brewery Ltd.,8/15/1992,Canada,13,,551-239-5742,enquiries@bigrockbreweryltd.org
a6a771cb-3bbc-4c51-b286-e285a3a7d6c5,Enerplus Resources Fund,4/30/1976,Canada,48,,135-830-8184,enquiries@enerplusresourcesfund.org
483bab6c-bfd0-4b3c-b6ee-740678433297,Formula Systems (1985) Ltd.,7/18/1976,Israel,47,,506-738-8116,enquiries@formulasystems1985ltd.org
1a5ff6e5-69d0-4877-bbea-c3e84389d0a2,Bema Gold Corp.,11/28/1964,Canada,24,,646-677-0798,info@bemagoldcorp.org
2928a399-4af1-4a21-bbf7-5580dbe97c61,Vitran Co. Ltd.,10/29/1975,Canada,10,,532-138-5769,marketing@vitrancoltd.org
81e2e200-dbc6-4647-b9b0-8e8954e9afff,Central Fund of Canada Ltd.,5/12/1993,Canada,40,,380-355-6718,contact@centralfundofcanadaltd.org
189415e1-e570-49a6-80cb-cb7f763407e5,Honda Motor Co. Ltd.,4/27/1988,Japan,31,,200-114-4098,marketing@hondamotorcoltd.org
51ad5fd0-5c11-4a33-a5d2-5cd6841051fe,Conoco Canada Resources Ltd.,4/9/1980,Canada,44,,401-294-6454,contact@conococanadaresourcesltd.org
caf56a13-0452-419b-8fa2-2463185bb80f,Trader.com N.V.,10/22/1969,Netherlands,27,,585-831-3490,headquarters@tradercomnv.org
5f812210-3bdc-44a5-aa9c-1c85b0bef42c,Inside Holdings Inc.,4/5/1981,Canada,47,,226-353-4631,contact@insideholdingsinc.org
3dc8bbcc-f73f-4d0f-b963-4f3ce6baa29e,Gener S.A.,2/15/1983,Chile,20,,684-325-2336,info@genersa.org
dbb69f99-5c27-40f4-a80b-2aeda14236ac,Open Text Co.,8/29/1986,Canada,14,,509-194-1034,sales@opentextco.org
18cfdd89-4ea3-42aa-b607-3e63047cd52b,Manhattan Minerals Corp.,1/17/1995,Canada,40,,783-677-4993,hr@manhattanmineralscorp.org
5ef33c1c-0aad-4d6e-8c61-cb4ac4c125ca,Arcadis N.V.,1/1/1973,Netherlands,34,,172-015-4515,headquarters@arcadisnv.org
37d3b4aa-25ae-4cd9-97e5-476c1a5234e1,Olicom A/S,3/27/1983,Denmark,7,,467-797-5753,hr@olicomas.org
20af818e-9edd-4af5-b198-189d180faadc,Head Holding Unternehmensbeteiligung GMBH,1/7/1961,Austria,26,,955-764-8119,reach@headholdingunternehmensbeteiligunggmbh.org
a9c5469c-fc34-480e-8c4b-16b5e5ab4e38,Telecomunicaios de Sao Paulo S.A. - Telesp,12/27/1974,Brazil,26,,313-408-6573,info@telecomunicaiosdesaopaulosatelesp.org
4bacb6db-386b-4b0b-bed7-b5372c13f079,SBS Broadcasting S.A.,2/21/1996,Luxembourg,14,,691-802-7391,headquarters@sbsbroadcastingsa.org
1efb2857-458d-405b-a818-84974125ed42,"Envoy Communications Group, Inc.",11/27/1990,Canada,41,,543-221-4389,contact@envoycommunicationsgroupinc.org
82c9bdb2-5ae2-4694-9c40-34460a6b2629,Telefonica S.A.,10/19/1982,Spain,32,,892-310-0091,hr@telefonicasa.org
09f7625a-cc22-4afb-9cc5-15acf1ac797e,Virginia Gold Mines Inc.,10/27/1982,Canada,38,,957-529-6883,reach@virginiagoldminesinc.org
189bcfbb-bca6-4a9b-9fbc-7a8f343f52b7,United Utilities plc,2/20/1996,United Kingdom,49,,350-067-9804,info@unitedutilitiesplc.org
483bab6c-bfd0-4b3c-b6ee-740678433297,Formula Systems (1985) Ltd.,8/15/1974,Israel,35,,506-738-8116,hr@formulasystems1985ltd.org
052f6f3c-fc6d-4b8b-9eb8-1cf1acc463fc,Corus Group plc,5/6/1967,United Kingdom,9,,927-272-0330,sales@corusgroupplc.org
75315b3c-e3ea-45e5-a22c-68c3894bc534,Top Image Systems Ltd.,5/16/1973,Israel,26,,722-005-4229,reach@topimagesystemsltd.org
e068c8a1-f87c-4f9e-879c-29f70a3f2a87,Fisher & Paykel Industries Ltd.,12/21/1986,New Zealand,46,,798-805-2088,marketing@fisherpaykelindustriesltd.org
edf9a6d7-7099-47f4-ab53-6dc6965ed661,Telekom Austria,11/16/1982,Austria,43,,346-113-0622,contact@telekomaustria.org
19d36f85-717c-430c-870f-a2db61df1afd,Altarex Corp.,4/28/1968,Canada,34,,145-132-1993,contact@altarexcorp.org
dba31f4a-fbda-4346-8185-a9718b198faa,Stargate Entertainment Inc.,1/12/1992,Canada,11,,134-211-5115,hr@stargateentertainmentinc.org
40c49dc9-bc3a-406e-b49d-65d2e5e781b1,Cambridge Antibody Technology Group plc,10/3/1979,United Kingdom,33,,952-634-3622,marketing@cambridgeantibodytechnologygroupplc.org
cd18409e-6c75-468e-b129-77dcb1b95112,Dialog Semiconductor plc,11/15/1984,United Kingdom,22,,654-503-3714,hr@dialogsemiconductorplc.org
bb89d710-50f8-4aca-ab89-dad51028c0fb,Tesco Corp.,8/23/1974,Canada,8,,577-391-9896,headquarters@tescocorp.org
1e72add3-0818-4e07-92f4-96b5c4557400,Research in Motion Ltd.,10/7/1991,Canada,28,,850-158-6216,sales@researchinmotionltd.org
d8888f05-57a7-41b8-8349-316e03e7c211,IMP Industrial Mineral Park Mining Corp.,12/16/1966,Canada,21,,882-576-3134,sales@impindustrialmineralparkminingcorp.org
16f9bed5-7dea-4782-91b9-58f55c0d2f7a,Celestica Inc.,9/5/1989,Canada,47,,956-016-2143,marketing@celesticainc.org
9c7bff58-259b-4e26-bd66-716f38d55920,Healthcare Technologies Ltd.,4/1/1966,Israel,30,,478-504-4702,reach@healthcaretechnologiesltd.org
20736b48-bfe8-46d1-8740-353ada65aedb,Atlas Pacific Ltd.,8/12/1971,Australia,35,,969-003-0049,hr@atlaspacificltd.org
2a050aa0-0581-4fa0-8d9f-ff455186cd6f,DSG International Ltd.,10/11/1996,British Virgin Islands,34,,112-299-4196,sales@dsginternationalltd.org
fc6baa04-4852-43b6-87e0-74b4e55b62a0,Abitibi Consolidated Inc.,6/12/1966,Canada,24,,931-227-8179,reach@abitibiconsolidatedinc.org
4cb086aa-8504-45e0-8329-0d39ebd6b16b,AimGlobal Technologies Co. Inc.,11/9/1968,Canada,43,,386-853-9838,enquiries@aimglobaltechnologiescoinc.org
cd8ffe37-a7b0-44b8-b805-62e1bfdb1a92,Centurion Energy International Inc.,7/21/1988,Canada,43,,765-498-8520,enquiries@centurionenergyinternationalinc.org
c0a41f92-934b-4064-b693-a2527c746dd1,Satelites Mexicanos S.A. de C.V.,12/27/1995,Mexico,38,,299-383-9975,headquarters@satelitesmexicanossadecv.org
4c71b15c-ceb6-4107-808d-ebc20477e3dc,Achieva Development Corp.,8/3/1990,Canada,39,,954-125-8549,reach@achievadevelopmentcorp.org
409b2bae-5c91-4bed-adfa-5cbd0381598c,"Imperial Ginseng Products, Ltd.",10/24/1987,Canada,11,,332-113-2182,hr@imperialginsengproductsltd.org
0981e9ca-c90d-4d81-9c8f-6cf5e2b5d145,Vivendi Environment,9/28/1967,France,9,,757-338-1143,sales@vivendienvironment.org
1c5dee50-c2cf-49ac-9999-4088d2cbdc13,New York Broker Deutschland AG,7/31/1995,Germany,26,,416-035-6608,sales@newyorkbrokerdeutschlandag.org
7987c799-9e52-455e-ac4f-21ed8d4656ce,Industrie Natuzzi S.p.A.,11/17/1971,Italy,50,,403-582-5562,sales@industrienatuzzispa.org
7c535a4e-9eda-4496-bb4f-f6b958be2409,Nova Measuring Instruments Ltd.,12/24/1987,Israel,39,,616-676-1996,marketing@novameasuringinstrumentsltd.org
09239617-c6b1-4fda-b6b0-0e29f6484559,Pfeiffer Vacuum Technology AG,12/16/1992,Germany,34,,783-360-1008,info@pfeiffervacuumtechnologyag.org
3d4c1bad-ff65-425d-bd32-b36135400743,ICICI Bank Ltd.,7/28/1988,India,39,,901-228-1304,headquarters@icicibankltd.org
e6236d7c-58be-40d1-914c-ec904c91cf9a,IFCO Systems N.V.,10/18/1964,Netherlands,38,,632-834-1006,contact@ifcosystemsnv.org
09f7625a-cc22-4afb-9cc5-15acf1ac797e,Virginia Gold Mines Inc.,3/8/1961,Canada,8,,957-529-6883,hr@virginiagoldminesinc.org
7ae333ab-5952-4235-85a8-aa22139e7f8f,Namibian Minerals Corp.,6/28/1993,Canada,49,,797-109-0207,marketing@namibianmineralscorp.org
1061548a-7983-4aab-86cb-000e29ffb9c2,British Biotech plc,7/23/1960,United Kingdom,10,,433-028-2376,marketing@britishbiotechplc.org
9b1cddb7-66d9-4de3-948b-5b5ebb2bba09,Plaintree Systems Ltd.,9/16/1966,Canada,30,,875-682-0372,headquarters@plaintreesystemsltd.org
4b154748-57ce-4721-b20f-bac2474de37f,Echo Bay Mines Ltd.,1/27/1981,Canada,47,,147-783-0867,info@echobayminesltd.org
ef0e7574-ceaa-4dec-826b-4960d979d016,Eidos plc,2/25/1982,United Kingdom,33,,984-374-1944,info@eidosplc.org
940197ff-21a7-4911-85ba-123f71ab5779,CP Ships Ltd.,5/20/1991,Canada,23,,512-887-1880,sales@cpshipsltd.org
5fcfbad2-7b44-4d2e-bd42-a122900d3bc6,"Belmont Resources, Inc.",11/15/1978,Canada,9,,548-733-4605,marketing@belmontresourcesinc.org
799c6345-de8e-4a99-8fe8-07ca6dd77c5a,Itemus Inc.,7/14/1962,Canada,17,,356-200-0306,info@itemusinc.org
88bfa846-16a5-4b7d-b7fd-a173eb7da1f8,Ebookers.com plc,6/13/1969,United Kingdom,44,,615-015-9824,reach@ebookerscomplc.org
16dfabe1-7886-4ee0-86b9-abacabc408d4,"Grupo Iusacell, S.A. de C.V.",1/13/1972,Mexico,18,,971-713-0234,marketing@grupoiusacellsadecv.org
ec5fbf27-9ccc-4320-83f9-96e45f27f3d0,Telstra Corp Ltd.,5/10/1986,Australia,42,,799-467-7560,headquarters@telstracorpltd.org
3dac6246-2ee0-4885-b7ff-242fe1e234f5,Queenstake Resources Ltd.,12/22/1978,Canada,15,,197-384-1725,sales@queenstakeresourcesltd.org
d2e788d9-4640-44e0-9ab9-c0e4d0466306,Peace Arch Entertainment Group Inc.,11/21/1982,Canada,8,,953-765-2981,contact@peacearchentertainmentgroupinc.org
0a5e4ce3-e160-4305-b9b5-45fdb3777e39,Abbey National plc,1/5/1972,United Kingdom,6,,233-139-6947,marketing@abbeynationalplc.org
b473a38c-bace-4061-bb32-337daea51fe6,Consolidated Envirowaste Industries Inc.,5/23/1993,Canada,50,,859-263-1289,marketing@consolidatedenvirowasteindustriesinc.org
